time_period,time_identifier,geographic_level,country_code,country_name,itt_route,institution_type,breakdown_topic,breakdown,trainee_number,trainee_percentage
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,30 to 34,109,7
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,35 to 39,52,3
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,40 to 44,26,2
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,45 to 49,15,1
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,50 to 54,15,1
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,55 and over,3,0
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,Mean,25,null
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,Median,23,null
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Male,479,29
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Female,1168,70
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Other Sex,14,1
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Known Sex,1661,100
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Total,Primary,425,26
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Primary Male,69,16
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Primary Female,353,83
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Primary Other Sex,3,1
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Primary Known Sex,425,100
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Total,Secondary,1236,74
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Secondary Male,410,33
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Secondary Female,815,66
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Secondary Other Sex,11,1
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Secondary Known Sex,1236,100
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Ethnicity,Asian / Asian British,170,11
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Ethnicity,Black / African / Caribbean / Black British,69,5
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Ethnicity,Mixed / Multiple ethnic groups,82,5
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Ethnicity,Other Ethnicity,18,1
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Ethnicity,White,1190,78
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Ethnicity,Total Known Ethnicity,1529,92
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Disability,Disability Declared,200,17
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Disability,No Disability Declared,946,83
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Disability,Total Known Disability,1146,69
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Nationality,EEA,64,4
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Nationality,UK,1542,94
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Nationality,Other Nationality,31,2
201920,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Nationality,Total Known Nationality,1637,99
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Total,New Entrants,204,1
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Study Pattern,Full Time,186,91
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Study Pattern,Part Time,18,9
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,under 25,47,23
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,25 to 29,67,33
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,30 to 34,32,16
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,35 to 39,20,10
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,40 to 44,17,8
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,45 to 49,15,7
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,50 to 54,5,2
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,55 and over,1,0
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,Mean,31,null
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,Median,28,null
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Male,56,27
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Female,148,73
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Other Sex,0,0
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Known Sex,204,100
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Total,Primary,138,68
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Primary Male,20,14
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Primary Female,118,86
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Primary Other Sex,0,0
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Primary Known Sex,138,100
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Total,Secondary,66,32
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Secondary Male,36,55
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Secondary Female,30,45
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Secondary Other Sex,0,0
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Secondary Known Sex,66,100
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Ethnicity,Asian / Asian British,17,9
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Ethnicity,Black / African / Caribbean / Black British,12,6
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Ethnicity,Mixed / Multiple ethnic groups,10,5
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Ethnicity,Other Ethnicity,3,2
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Ethnicity,White,154,79
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Ethnicity,Total Known Ethnicity,196,96
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Disability,Disability Declared,13,6
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Disability,No Disability Declared,189,94
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Disability,Total Known Disability,202,99
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Nationality,EEA,8,4
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Nationality,UK,192,94
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Nationality,Other Nationality,4,2
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Nationality,Total Known Nationality,204,100
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Total,New Entrants,83,0
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Study Pattern,Full Time,66,80
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Study Pattern,Part Time,17,20
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,under 25,18,22
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,25 to 29,31,37
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,30 to 34,14,17
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,35 to 39,11,13
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,40 to 44,3,4
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,45 to 49,4,5
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,50 to 54,2,2
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,55 and over,0,0
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,Mean,30,null
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,Median,28,null
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Sex,Male,20,24
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Sex,Female,63,76
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Sex,Other Sex,0,0
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Sex,Known Sex,83,100
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Total,Primary,60,72
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Sex,Primary Male,9,15
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Sex,Primary Female,51,85
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Sex,Primary Other Sex,0,0
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Sex,Primary Known Sex,60,100
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Total,Secondary,23,28
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Sex,Secondary Male,11,48
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Sex,Secondary Female,12,52
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Sex,Secondary Other Sex,0,0
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Sex,Secondary Known Sex,23,100
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Ethnicity,Asian / Asian British,8,10
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Ethnicity,Black / African / Caribbean / Black British,5,6
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Ethnicity,Mixed / Multiple ethnic groups,7,9
201920,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Ethnicity,Other Ethnicity,1,1
